BAD,LOAN,MORTDUE,VALUE,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,6700,58741,68225,ProfExe,9,0,3,173.5744163,1,31,23.58701323
1,6700,27510,42495,Other,2,0,2,171.5264892,3,27,41.42859751
1,6700,,81239,Other,19,,,,,,40.8949317
0,6700,69773,83014,Other,0,1,0,263.1734343,0,5,37.70699649
0,6700,51855,58084,Office,21,0,0,193.7547457,0,19,19.5495717
0,6700,48430,64358,Other,0,1,,108.3517475,,13,38.89419475
0,6700,29662,36195,Office,1,0,0,112.1370807,1,30,38.52863281
0,6700,66587,70710,ProfExe,9,1,0,43.92338263,1,24,39.73857627
1,6700,,20631,Mgr,4,0,0,174.7218341,1,8,62.24645112
0,6700,54161,59714,Office,20,0,0,209.2063004,0,20,20.20351771
0,6700,134616,155034,ProfExe,13,1,0,215.4224064,0,19,19.49387198
0,6800,136951,160306,ProfExe,11,0,0,219.7356734,1,18,20.8850935
0,6800,138691,160063,ProfExe,12,0,0,208.420843,0,19,19.33336736
0,6800,49809,65074,Mgr,7,,4,116.6327333,3,10,39.21502891
0,6800,78292,86959,,3,,,,,,18.92721164
0,6800,139578,154602,ProfExe,12,0,0,201.9608343,0,18,22.32582879
0,6800,57439,74816,Mgr,2,0,2,126.3032351,0,22,27.11865353
0,6800,76074,88178,Other,22,0,0,341.4650556,0,46,27.52324614
1,6800,31000,42000,Mgr,3.5,1,0,106.2666667,2,26,
0,6800,45150,57150,Office,4,0,1,94.33333333,3,12,
0,6800,56155,57912,Office,21,0,0,206.3063213,0,20,21.79851308
1,6800,,27410,Mgr,6,1,0,2.033333333,1,5,
0,6800,178559,247611,Sales,,0,0,127.2341411,0,22,42.08390168
0,6800,,72310,Office,1,0,0,48.81883648,0,3,40.78739323
0,6800,71666,99913,Other,0,0,1,196.4649989,0,31,35.76160473
0,6800,75964,88754,Mgr,19,0,1,298.7004822,0,23,39.10750164
0,6900,75880,113612,Office,1,0,0,230.8055881,1,38,17.96588344
0,6900,70717,87466,Other,2,0,0,112.5890607,0,15,41.4280899
0,6900,53776,51952,Other,5,0,0,87.90011834,0,17,22.28699748
1,6900,53328,58088,Sales,2,0,0,101.5319079,0,21,35.76405836
1,6900,5816,,Mgr,23,0,2,67.8,1,18,
1,6900,57257,63752,Other,10,2,0,138.234778,0,22,38.37246088
1,6900,37055,83000,Sales,1,0,0,122.2666667,2,43,
0,6900,97662,110046,Office,24,0,0,111.1233973,0,11,37.25315085
0,6900,49000,68280,Other,1,0,0,61.9,8,22,
0,6900,,57067,,,,,,,,14.37098595
0,6900,50387,68443,Mgr,7,,3,105.827329,2,10,40.71766885
0,6900,49932,66042,Office,20,0,0,204.4845828,0,19,21.85549413
0,6900,51384,84689,,4,0,0,224.2470369,3,29,30.52615072
0,6900,,36191,Other,,,,311.8698993,,12,30.79062077
0,7000,98779,124827,Other,9,,,421.541928,1,49,40.82887293
0,7000,73873,111781,Office,0,0,0,231.7999135,0,38,19.27357946
0,7000,74795,99149,Other,1,0,1,175.5714428,0,32,34.44966467
0,7000,,47462,Other,,,,102.6573271,,9,36.09407143
0,7000,78284,98214,Other,0,0,1,171.8383862,0,31,36.24796303
0,7000,58128,93740,ProfExe,5,0,0,213.3630277,2,24,34.47530193
0,7000,81335,81018,Other,22,0,0,341.6105761,1,47,27.76729977
0,7000,52287,87972,ProfExe,7,0,0,211.2844132,1,24,33.46140225
0,7000,58339,72432,Mgr,10,,1,197.3383979,0,24,39.84308734
0,7000,46238,66842,Office,4,0,0,90.38040908,3,11,36.30952679
1,7000,142251,157250,Other,5,0,0,87.83333333,4,21,
1,7000,19894,32500,Other,4,0,0,134.7,1,16,
1,7000,27290,63500,Office,6,,,,,,
1,7000,18000,46520,Office,17,0,1,183.1,0,23,
1,7000,66000,86300,Other,3,1,1,242.4333333,0,8,
1,7000,46000,66660,Office,1,0,1,138.2333333,0,9,
0,7000,120000,175450,Other,8,0,0,219.1666667,1,20,
0,7000,58843,75300,Other,1.5,0,0,103.6666667,0,7,
0,7000,7000,31200,Other,5,0,0,265.0666667,0,12,
0,7000,29000,49000,Other,11,0,0,234.4,1,32,
0,7000,5768,26600,,,,,,,,
0,7000,56636,76353,Other,15,0,0,229.3,1,36,
0,7000,55000,63000,Other,5,0,0,84.73333333,3,20,
0,7000,46225,59000,Other,16,0,4,219.1333333,0,37,
1,7000,53194,81150,ProfExe,14,7,0,183.6333333,2,28,
1,7000,83000,97635,Other,5.6,3,0,141,0,10,
1,7000,138841,160000,Mgr,11,8,0,86.2,2,36,
1,7000,38800,53500,ProfExe,15,0,0,96.36666667,0,18,
1,7000,25000,49840,Office,0.6,0,0,139,0,13,
1,7000,18000,25000,Other,6.5,1,0,205.9666667,1,19,
1,7000,74500,81600,ProfExe,2,2,0,340.9,0,29,
1,7000,64300,119500,Other,1,1,0,54.83333333,0,8,
0,7000,64255,68389,Other,4,0,0,80.15243091,2,19,40.56186054
1,7000,,96783,Other,20,,,,,,40.73031534
0,7000,129959,161301,ProfExe,11,0,0,209.9862995,0,18,21.91795226
0,7000,58114,93391,ProfExe,6,0,0,200.0777551,1,24,31.73651179
0,7000,16047,67750,Office,21,0,0,315.3214527,0,12,38.6936558
1,7100,39000,55000,Other,12,0,1,192.7666667,2,31,
1,7100,54000,74800,Mgr,7.5,1,1,71,4,18,
0,7100,,74753,Office,2,0,0,48.85464465,0,4,41.3025469
0,7100,98490,114457,Office,23,0,0,116.1000871,0,11,35.60189425
0,7100,54700,68500,,19,0,0,155.2,1,12,
0,7100,,40185,Other,3,0,0,272.9226847,1,25,41.91689953
0,7100,25896,33580,Other,1,0,0,29.85636517,9,7,28.27147416
0,7100,120176,180104,Other,8,0,0,221.6073242,0,18,32.67435897
0,7100,58639,72412,ProfExe,14,0,0,120.0334646,0,20,43.67874666
0,7100,57863,70969,Other,0,0,0,65.87204481,7,21,26.82949019
0,7100,64850,76985,Other,0,0,0,108.2171898,0,7,36.33755756
0,7100,53273,54378,Other,5,0,0,84.83724997,0,17,22.86119965
1,7200,54600,65000,Other,14,2,1,98.43333333,11,9,
0,7200,62329,78007,ProfExe,8,0,0,55.35880309,1,23,38.64027711
0,7200,57912,84806,Other,15,0,0,241.5142498,0,35,35.06267566
0,7200,98691,115750,Office,22,0,0,118.0001423,0,11,37.72035861
0,7200,79946,113807,Office,1,0,0,238.458825,0,37,18.61728869
0,7200,36264,48240,Other,15,0,0,82.16666667,0,12,
1,7200,46000,67000,Other,24,0,0,142,1,14,
1,7200,43705,50000,Other,9,0,2,235.3666667,6,16,
0,7200,,38061,Other,,,,299.7527261,,12,31.88003318
1,7200,15637,39660,Self,6,0,1,354.2397634,3,42,33.62413345
0,7200,,74610,Office,1,0,0,40.18213482,0,3,37.94125377
0,7200,71667,117325,Office,0,0,1,241.0560781,1,38,18.51055133
1,7200,,76723,Other,10,0,0,70.19389019,0,11,41.25070626
0,7200,71509,86484,,4,,,,,,20.09904978
0,7200,22832,31666,Other,0,0,0,38.00326685,9,7,28.29568112
1,7300,58671,87975,Mgr,3,0,0,74.06666667,1,16,
1,7300,60890,75785,Other,6,0,1,45.96666667,0,13,
1,7300,28500,42050,Other,3,,,,,,
1,7300,60971.32,77375,Other,2,,,,,,
0,7300,131000,197500,ProfExe,1.5,0,0,68.03333333,2,23,
0,7300,55456,86766,ProfExe,6,0,0,240.0567715,2,23,31.7246985
0,7300,60973,79443,Other,14,0,0,239.6202977,1,36,36.72713636
0,7300,93428,118184,Other,10,,,411.9520505,1,50,40.39647435
0,7300,49064,64225,Mgr,6,,4,106.3759993,1,10,40.05191523
0,7300,139348,205981,ProfExe,1,0,0,60.42476076,2,22,36.81229063
0,7400,32832,50798,Other,10,0,0,221.3384208,1,31,36.00942149
0,7400,75311,89905,ProfExe,0,,,,,,27.20199961
1,7400,2063,100448,Other,,0,0,96.13333333,0,14,
0,7400,,44651,Other,2,0,0,271.9181691,0,25,42.9300431
0,7400,138033,163162,ProfExe,11,0,0,224.8470425,0,19,21.05757402
0,7400,88288,119677,ProfExe,5,0,0,194.37214,1,27,26.64608364
0,7400,75547,93839,ProfExe,0,,,,,,28.16183185
0,7400,48924,86612,,4,0,0,207.7684144,4,30,29.93791783
0,7400,73985,114849,Office,0,0,0,238.5863034,1,38,18.42136986
0,7400,,54138,,1,0,0,,0,0,12.21967996
0,7400,51974,59323,Other,4,0,0,83.34671188,0,18,23.39763463
0,7400,56596,72861,Mgr,3,0,1,141.9621493,0,23,28.30024564
1,7400,71576,89068,Sales,0,0,0,94.78223069,0,17,42.803422
0,7400,65032,83184,Other,15,0,0,230.4202559,1,35,35.41511292
0,7400,72739,91425,ProfExe,3.5,0,0,128.8333333,0,26,
0,7400,82412,91326,Mgr,19,0,1,316.9470825,1,24,37.90875019
1,7500,,51610,ProfExe,4,0,3,158.2666667,2,18,
0,7500,45864,57799,,7,,0,65.57119786,,16,33.86574535
1,7500,57340,80000,ProfExe,4,0,5,86.23333333,3,14,
0,7500,47518,60252,Other,16,0,3,220.6249839,0,37,26.71153647
0,7500,63573,80601,Other,4,0,0,111.4351899,0,14,41.77344662
1,7500,32070,36811,Other,1,1,0,228.0360001,0,6,30.16221411
0,7500,44744,60518,,6,,0,79.41122999,,16,34.39744173
0,7500,,49804,,,,,,,,12.39123504
0,7500,72097,69408,Sales,4,1,0,155.3919622,1,23,41.60098336
0,7500,84479,104571,ProfExe,23,0,0,47.83285134,3,14,33.07501037
0,7500,88056,104794,ProfExe,25,0,0,56.75011314,2,14,30.53890697
0,7500,11358,36892,Other,5,0,0,286.9228238,0,11,23.06292573
1,7500,59000,72000,Office,5,0,3,295.8666667,0,19,
1,7500,,,Other,21,,,158.9,1,21,
1,7500,35945,49750,Other,3,0,0,122.0666667,0,23,
1,7500,18400,29375,Other,6,1,0,147.1,0,9,
1,7500,63500,86125,Other,5,0,0,136.1,0,8,
1,7500,33600,50125,Other,2,0,0,146.9333333,0,18,
1,7500,57800,109600,Mgr,4,0,1,124.1333333,1,18,
1,7500,,40150,Other,5,0,0,,1,0,
1,7500,80440,72920,Mgr,8,0,1,201.5,0,24,
1,7500,60000,87830,Other,5,0,0,153.2666667,2,16,
1,7500,126000,151380,ProfExe,18,0,2,75.66666667,1,13,
0,7500,40936,50900,,10,1,0,115.6,1,26,
0,7500,,26850,Office,20,0,0,185.6333333,1,16,
0,7500,49100,85650,Other,18,0,0,178.3346667,0,29,
1,7500,,71799,Mgr,4,0,3,177.5,0,22,
1,7500,39600,42000,Self,1,0,0,47.7,1,15,
1,7500,42077,91676,Office,5.5,1,4,344.9,1,30,
1,7500,42721,67000,Other,15,1,3,126.7666667,2,23,
1,7500,,,Other,20,,,157.3284228,0,20,
1,7500,12115,35910,Office,13,3,6,234.9007508,0,24,24.66227667
0,7500,67778,83368,ProfExe,15,0,0,227.2920898,0,17,24.09177036
0,7500,60192,76475,ProfExe,8,0,0,60.50362521,2,24,39.28051238
0,7500,57213,92458,Office,28,0,0,243.1571192,1,16,23.99235335
1,7500,50000,80000,Other,9,,5,299.5666667,2,18,
0,7600,133475,203936,ProfExe,1,0,0,87.45287008,2,23,37.00596784
0,7600,77518,83727,,4,,,,,,22.65514029
0,7600,48829,62357,Office,3,0,1,92.94135782,2,12,35.67227361
0,7600,58622,77726,Other,15,0,0,249.6337607,2,36,34.88206644
0,7600,,28593,Office,20,0,0,180.1689373,0,16,35.58340317
0,7600,49926,58588,,5,,1,64.66010695,,16,35.05189677
0,7600,80900,99525,ProfExe,2,0,0,135.6401964,0,26,34.77708943
0,7600,,40341,Other,3,0,0,265.0204754,1,25,43.30010531
0,7700,14776,32287,,,,,,,,34.88046232
0,7700,32243,36369,ProfExe,12,0,0,180.4157867,0,13,21.72081838
0,7700,53377,86018,Other,16,0,0,187.1940112,0,28,24.21765848
0,7700,56622,70136,Mgr,7,,4,120.7645092,1,11,38.13234577
0,7700,35100,45000,Office,10,0,0,206.9666667,1,23,
0,7700,,67350,,,,,,,,
0,7700,70451,81862,Sales,3,0,0,141.2686711,0,31,31.68194302
0,7700,20887,26958,Other,0,0,0,17.4607499,10,6,30.23350474
1,7700,14589,33100,Other,3,0,7,122.0666667,0,22,
0,7700,76056,83643,Other,22,0,0,353.1956285,0,47,28.54452887
0,7700,,68131,Office,1,0,0,56.60990629,0,3,40.49982045
0,7700,51045,91068,Other,20,0,0,179.2409356,0,28,27.23109397
0,7800,44000,57500,Other,11,0,0,95.36666667,0,23,
1,7800,,11702,Other,0,0,0,44.62959157,2,7,21.27178537
0,7800,58399,65945,Other,1,0,1,106.6313416,2,18,37.02476444
0,7800,42802,52422,Office,8,,,193.0814529,,18,26.49587929
0,7800,58364,66688,Other,3,0,2,114.512158,3,18,37.92927387
0,7800,64503,85608,Other,12,0,0,235.4853772,0,35,34.42324885
0,7800,69662,80498,Other,4,0,0,100.428331,0,14,42.80734195
0,7800,45391,61743,Other,12,0,0,105.0875938,0,22,36.70541274
0,7800,48200,59000,Other,23,0,0,274.9666667,3,29,
0,7800,55000,62800,Other,6,0,0,123.0333333,0,34,
0,7800,38506,50309,Other,11,0,0,231.0011955,0,32,35.90611585
0,7800,55394,63567,Other,23,0,0,262.0143577,2,29,38.98393849
0,7800,,30320,Other,2,0,0,295.1134207,0,13,23.24567301
0,7800,109000,123500,Self,6,0,1,174.4666667,0,19,
0,7800,53243,95065,ProfExe,7,0,0,220.8024443,2,24,31.82762682
1,7900,67222,75189,Other,4,0,0,95.67687269,0,23,36.97971203
0,7900,44682,57285,,7,1,0,110.0718569,1,25,25.40901671
0,7900,44690,45841,Office,10,0,0,185.6215923,0,22,32.28572409
1,7900,126919,166566,Mgr,10,,,,,,
0,7900,40827,55757,Other,14,0,0,87.60346244,0,11,31.8505639
0,7900,,31602,Office,20,0,0,192.1211081,0,15,35.58605153
0,7900,,67081,Office,1,0,0,59.08154143,0,4,41.07787822
0,7900,,71519,Office,0,0,0,55.87386022,0,4,38.3750913
0,7900,77221,95316,ProfExe,4,0,0,116.3094934,0,25,35.42979658
0,7900,,35422,Office,19,0,0,184.3900292,0,15,37.83671487
0,7900,42400,53000,Other,2,0,1,95.36666667,0,20,
1,7900,55383,70020,Other,12,2,0,80.7789415,10,8,44.85897732
0,7900,,37125,Other,,,,285.1110151,,12,29.41354976
0,7900,78532,122952,Office,29,0,0,332.6450474,1,37,35.31155263
0,7900,,75462,,,,,,,,23.34502168
0,7900,41935,53543,Office,8,0,0,203.54461,1,22,31.4916868
0,8000,53000,65960,Other,7.5,0,0,132.5666667,0,17,
0,8000,49232,61221,Other,23,0,0,258.1945777,3,29,41.24661263
0,8000,45557,56235,,7,,1,84.69113488,,16,36.50316075
0,8000,61565,87624,ProfExe,14,0,0,203.9971364,0,17,23.56256501
0,8000,82547,105361,ProfExe,24,0,0,52.59326412,2,13,32.16092259
0,8000,70546,81272,Sales,4,0,0,119.066922,0,31,33.3615863
0,8000,177683,251771,Sales,,0,0,138.5116009,0,22,39.73544882
0,8000,75690,96517,ProfExe,1,,,,,,27.33615739
1,8000,49685,81020,Other,2,0,3,129.3624659,0,15,47.00097522
1,8000,28000,41950,Office,2,0,0,103.4,1,20,
1,8000,47823,63000,Other,5,0,0,53.66666667,2,18,
1,8000,61000,90450,Other,4,2,1,139.8666667,0,9,
1,8000,58000,73750,Mgr,22,0,4,221.4333333,1,20,
1,8000,33000,38500,Other,2,0,0,,0,0,
1,8000,33689.3,48000,Other,3,0,0,103.7333333,0,13,
1,8000,47306,68350,Other,9,0,0,82.63333333,0,20,
0,8000,45000,56100,Other,9.9,0,0,92.3,3,34,
0,8000,69341,86900,Office,15,0,1,89.26666667,0,9,
0,8000,70917,83500,Mgr,8,0,0,107.5,0,23,
0,8000,,34226,Other,,,1,75.36666667,1,10,
0,8000,78720,86800,Other,0.1,4,0,,0,4,
0,8000,38758,46466.26,Mgr,21,1,1,229.3,1,18,
0,8000,79200,116500,Other,8,,,,,,
0,8000,63700,79754,,3.8,0,0,208,0,16,
0,8000,41000,54000,Mgr,4,0,0,189.7,1,22,
0,8000,76600,96000,Mgr,2,0,0,73.03333333,2,24,
0,8000,65000,93600,Other,16,,,140.0666667,4,16,
0,8000,49000,60000,Mgr,11,0,0,107.5333333,1,19,
1,8000,37871,,ProfExe,15,6,2,179.6333333,0,30,
1,8000,4500,,Other,1,3,2,102.4333333,6,15,
1,8000,63152,,Other,9,1,1,132.9,1,26,
1,8000,21944,31352,Other,0,1,1,33.43333333,9,3,
1,8000,86804,113000,Other,7,1,3,145.1666667,1,20,
1,8000,36000,115800,Other,,0,0,168.2333333,3,30,
1,8000,32100,36739,Other,4,0,0,79.45884505,2,8,31.27671568
0,8000,47154,65458,Office,2,0,0,99.99378983,3,12,38.8737113
1,8000,92487,113947,Other,8,0,3,151.8173887,0,19,26.45752445
0,8000,84282,121045,Office,28,0,0,330.1748556,1,37,35.36268639
0,8000,57361,71167,Mgr,2,0,1,130.767035,0,22,29.38198545
0,8000,80817,89515,Other,0,3,0,,0,4,29.63890142
0,8000,,49000,Other,11,1,0,310.4,2,13,
0,8000,84730,123455,Other,9,,,,,,40.03264933
0,8000,58006,94930,ProfExe,4,0,0,223.2029895,2,24,30.91339584
0,8000,,68572,Office,1,0,0,53.93513771,0,4,37.7039115
0,8100,43553,88242,,2,0,0,207.9404687,4,30,31.32965172
0,8100,78508,200133,Self,14,0,0,9.1,,8,
0,8100,48781,50434,Other,5,0,0,75.63504768,0,18,24.54519214
0,8100,84822,123854,Office,31,0,0,340.7444307,2,38,36.20511455
0,8100,53863,74705,Other,0,0,0,66.29457039,8,21,26.04646942
0,8100,78977,91995,Mgr,19,0,0,296.7470948,1,23,38.82094029
0,8100,81322,97823,ProfExe,3,0,0,118.468506,0,25,32.71677759
0,8100,46380,58745,Other,7,0,0,78.36008764,0,18,22.37534117
0,8100,66546,84943,,3,0,0,225.6909893,0,15,30.3980051
0,8100,54841,71400,Office,6,0,0,89.23333333,2,15,
0,8100,66691,82768,,4,0,0,184.1934176,0,15,32.39650949
1,8100,19772,39431,Other,0,0,1,82.33528778,1,12,20.34246772
0,8100,13179,32981,,,,,,,,31.74224928
0,8100,69047,82113,Sales,3,0,0,121.4111489,0,30,35.07391836
0,8100,26886,36527,ProfExe,12,0,0,188.4198264,0,13,24.86556719
0,8100,,56386,Other,11,1,0,294.6027668,2,12,32.38595617
1,8100,28523,39816,Other,5,0,0,130.6439333,0,16,37.39352642
0,8100,28187,32584,Other,0,1,0,27.04883471,10,7,29.28795683
0,8100,50373,65865,Office,5,0,0,99.59816995,2,11,38.91015083
0,8200,10909,37286,Other,3,0,0,268.2546017,0,12,22.23295281
0,8200,39175,55848,Office,10,,,161.6615823,,18,24.20011144
0,8200,,50061,Other,10,0,0,296.9016386,1,13,33.63213652
0,8200,101230,120087,Other,9,,,419.2729655,1,49,40.55827149
0,8200,62603,86782,ProfExe,15,0,0,219.5658125,0,18,24.63662135
0,8200,117314,132770,Self,4,0,1,176.3345415,0,19,34.55205243
0,8200,64006,80409,Other,15,0,0,235.3632495,0,36,35.63672035
0,8200,,49362,,,,,,,,11.76969215
0,8200,171456,246758,Sales,,0,0,138.1548182,0,21,40.33786076
0,8200,72986,87621,Office,14,0,1,86.54572702,0,9,24.69743042
0,8200,172497,249071,Sales,,0,0,114.9819744,0,21,41.09802515
0,8200,51730,59025,Other,16,0,3,220.8132902,0,37,24.38009265
0,8200,58536,66546,Other,1,0,2,118.3973584,2,17,34.71164955
0,8200,68013,77008,ProfExe,8,0,0,49.1469223,1,23,40.7925897
1,8200,47700,60000,Other,0.1,0,0,,0,0,
0,8200,76268,89166,Other,23,0,0,341.8553472,1,46,29.86957664
0,8200,,38648,Other,,,,302.5301822,,10,30.44537563
0,8200,120837,176244,Other,8,0,0,196.7241605,0,20,34.74574315
0,8200,61821,64832,Other,5,0,0,123.2860249,0,34,35.87534399
0,8200,66254,74994,ProfExe,7,0,0,60.38486252,1,24,39.72610514
0,8200,,49331,Other,9,0,0,305.8880822,2,12,33.71861386
0,8200,67489,80145,Other,2,0,0,104.3965066,0,7,36.91231088
1,8200,87979,94854,ProfExe,10,0,0,108.4790238,3,19,41.2706826
0,8200,80989,105080,Mgr,1,0,0,81.3547953,1,24,38.4757705
0,8200,135929,200275,ProfExe,0,0,0,69.61717488,1,23,37.80543265
0,8200,75870,97922,ProfExe,0,,,,,,27.27636492
0,8200,48515,59240,Other,17,0,4,214.1445097,0,36,27.45914423
0,8200,79751,125413,Other,7,,,,,,41.98555729
0,8200,,33540,Office,21,0,0,178.6879275,0,15,36.60169886
0,8200,13392,34254,Other,3,0,0,267.9186416,0,11,21.92999049
1,8300,82000,111000,Other,6,2,2,214.1,2,12,
0,8300,57503,72704,,18,0,0,156.5937076,0,11,33.33711876
0,8300,61213,65798,Other,6,0,0,86.29651576,2,20,41.42687223
0,8300,41481,50448,Mgr,20,0,1,230.8488635,1,18,35.88829101
0,8300,14601,66143,Office,24,0,0,320.2348822,1,12,40.01507057
0,8300,51783,57839,Other,3,0,0,96.17667314,0,20,36.21035133
0,8300,47000,78320,Other,18,0,0,195.8333333,1,17,
0,8300,59761,75081,,17,0,0,147.9416425,1,11,31.95922724
1,8300,,47244,Other,6,,,,,,
0,8300,,41438,Other,,,,302.8566329,,12,30.10407144
0,8300,178745,251935,Sales,,0,0,130.7309108,0,22,42.35805988
0,8300,67715,86945,ProfExe,14,0,0,221.4749248,0,17,25.19429721
0,8300,44783,63424,Other,2,0,,97.90083621,,12,36.5878698
0,8300,45842,50006,Other,16,0,0,90.65307013,0,12,31.36082195
0,8300,101150,115215,Office,23,0,0,130.2563294,0,12,36.50599948
0,8300,67839,76502,ProfExe,9,0,0,58.56017401,3,24,38.97429353
0,8300,35343,51986,Other,10,0,0,242.818967,1,31,37.96660602
0,8300,54039,89301,Other,18,0,0,173.1913224,0,28,26.26681575
0,8300,71922,117151,Office,2,0,0,246.9347582,1,37,18.15682662
1,8300,10000,63775,Other,0,0,0,200.8666667,0,14,
0,8400,75912,95329,Mgr,18,0,1,294.1642246,0,24,38.64180454
0,8400,39677,54707,Office,10,0,0,203.2429653,1,23,31.21770976
0,8400,53841,64284,Other,15,0,3,206.3545644,0,36,26.05485371
0,8400,39991,58511,Office,10,,,176.9961117,,19,24.29863608
0,8400,82597,83858,Other,25,0,0,350.5681362,1,47,28.91075714
0,8400,82972,121796,Other,7,,,,,,41.44562357
0,8400,17479,66894,Office,23,0,0,326.3428047,1,13,40.58857607
0,8400,62989,76718,Mgr,3,0,2,131.4713826,0,22,29.20040034
0,8400,43589,49950,Office,9,0,0,202.7045404,0,23,33.59231894
0,8400,62583,77481,Office,6,0,0,98.67270509,2,15,26.30838033
0,8400,41656,51846,Office,10,,,190.0175026,,19,25.76896503
0,8400,77144,91532,Mgr,19,0,1,311.7571824,1,24,40.91273699
0,8400,80490,93028,ProfExe,0,,,,,,29.47376148
0,8400,60995,78444,Mgr,4,0,1,123.7385166,0,23,26.9327076
1,8400,31800,72000,Self,,0,2,187.2666667,1,21,
0,8400,43900,55000,Office,1,0,0,169.4333333,1,21,
1,8400,44800,56000,Other,0,1,5,314.5,4,42,
0,8400,30146,39326,ProfExe,11,0,0,183.0927495,0,12,23.09720188
0,8400,84666,123613,Other,8,,,,,,39.65832005
0,8400,,39106,Other,,,1,80.07533919,0,10,35.6835022
0,8400,35240,54314,Office,8,0,0,210.5800148,1,22,32.57186729
0,8400,57103,78079,Other,0,0,0,56.30976479,8,21,23.52118826
0,8400,78089,90660,Mgr,9,0,0,118.6353947,0,22,27.09304112
0,8400,77916,93589,ProfExe,0,,,,,,27.87387063
1,8400,48032,95213,Office,5,1,4,326.6795905,0,30,38.19168174
0,8400,57694,70782,Other,4,0,0,125.7103247,0,34,37.62278555
0,8400,85136,125912,Other,9,,,,,,40.71517804
0,8400,102894,117799,Other,9,,,420.0981644,1,49,39.63319009
1,8400,32000,49000,Mgr,12.6,0,3,41.3,2,18,
1,8400,37256,45956,Other,1,0,0,214.44323,1,6,31.24524851
0,8500,83157,202962,Self,14,0,0,13.68276401,,8,21.29733923
0,8500,,42980,Other,,,1,76.01075257,0,9,37.6596682
0,8500,73752,87931,Mgr,21,1,1,291.6203784,0,24,39.00314063
0,8500,41210,45175,Office,9,0,0,209.4940947,1,22,29.96408198
0,8500,,32907,Office,18,0,0,169.9453877,1,15,35.31271048
1,8500,30077,42770,Office,0.25,0,0,89.26666667,0,10,
0,8500,54000,62533,Other,4,0,1,313.4666667,0,10,
0,8500,55100,66900,ProfExe,15,0,0,229.2666667,4,32,
1,8500,48961,73550,Other,11,6,1,145.1,4,11,
1,8500,18240,40200,Other,1,0,1,306.4,0,12,
0,8500,64665,72376,Other,4,0,0,70.93488077,3,20,40.30904123
0,8500,50031,57276,Office,0,0,0,171.2128147,0,21,35.15870257
0,8500,61607,81126,Other,16,0,0,222.2111903,1,35,34.72969809
0,8500,49266,64461,Other,22,0,0,264.4080231,3,29,37.97675792
0,8500,50569,60940,Mgr,6,0,0,189.9468977,0,22,29.20247674
0,8500,,27873,Office,21,0,0,190.0618702,0,15,38.3754061
0,8500,78346,82226,Other,22,0,0,320.3495426,1,47,30.19939952
0,8500,47777,78979,Other,18,0,0,202.9542765,1,16,34.8286475
0,8500,53459,62678,Mgr,13,0,0,116.8634491,0,18,30.05290208
0,8500,77954,82965,Other,25,0,0,350.7763043,1,46,28.58451556
1,8500,29383,45900,ProfExe,8,0,0,122.1333333,0,22,
0,8500,20959,62956,Office,20,0,0,315.7073914,1,13,41.07759066
0,8500,6424,32365,,,,,,,,33.9044645
0,8500,58327,75044,Mgr,2,0,2,123.3653563,0,22,28.11181383
0,8500,79484,87893,Other,1,0,0,123.6188031,1,10,35.75908385
0,8500,73208,88588,Mgr,10,0,0,114.5525823,0,23,30.08248898
0,8600,38646,54073,Other,14,0,0,89.55585277,0,11,32.53025665
0,8600,,54905,Other,8,0,0,308.6501174,2,13,32.5539761
0,8600,,47791,,,,,,,,14.39253608
0,8600,42380,60733,Mgr,3,0,0,199.293142,0,22,28.43434208
1,8600,36933,42289,Mgr,4,0,0,100.6164211,2,26,38.43649009
0,8600,21000,79000,ProfExe,21,0,0,239.4333333,0,11,
1,8600,,25000,Other,0,6,0,64.86666667,2,27,
0,8600,78579,93697,Other,0,0,0,115.1933214,1,10,33.8372027
0,8600,172418,251426,Sales,,0,0,120.5726331,0,22,40.92591059
0,8600,58846,72733,ProfExe,14,0,0,233.1716005,3,32,39.77508785
0,8600,41126,55500,Other,6,0,0,73.03333333,1,11,
0,8600,57727,70828,Other,5,0,0,87.84531097,3,19,41.75352499
0,8600,22960,80874,ProfExe,20,0,0,238.7026834,0,11,25.8873199
0,8600,75464,84263,Other,21,0,0,352.6582712,0,47,28.19671491
0,8600,,51703,,,,,,,,12.10514386
0,8600,42226,50386,Mgr,21,1,0,223.3264624,0,17,34.92786612
0,8600,45960,57473,Mgr,4,0,0,189.7680601,0,22,26.75441155
0,8600,76703,100862,Other,0,0,1,174.5571202,0,31,34.38623066
1,8600,44992,66403,Other,8,0,0,172.551555,1,27,43.87561082
0,8600,14762,66271,Office,25,0,0,318.1492776,1,13,42.27663421
0,8600,61468,72143,,19,0,0,163.2988599,0,11,31.92576655
0,8600,66366,75957,ProfExe,8,0,0,72.91672107,2,25,39.66040874
0,8600,124810,176581,Other,8,0,0,213.3028848,1,19,32.87645851
0,8700,46489,63573,Mgr,4,0,0,196.24907,1,21,28.78792285
0,8700,57254,86883,Other,16,0,0,172.1665627,0,28,25.04343675
0,8700,54283,58563,Office,3,0,1,91.44646517,3,11,38.59036694
0,8700,58007,73069,ProfExe,14,0,0,240.4372819,3,31,37.89748089
